Similarity#lambda1#lambda2#lambda3#mu1#mu2#mu3
0.6320526414706782#1.3912605589531304#0.47024864218054097#1.5998253268802183#[-0.1501111177554364, -0.3781685084397576]#[4.85847669403068, 5.02718044475996]#[9.603253612709796, 9.828875268519464]
