Similarity#lambda1#lambda2#lambda3#mu1#mu2#mu3
0.9603589492817817#1.3835718386930564#0.01927636466685101#1.2002350084103641#[0.003785299154474231, -0.47192539176627013]#[4.993953467741742, 5.111564272153077]#[10.341927891901799, 9.98735151655807]
