Similarity#lambda1#lambda2#lambda3#mu1#mu2#mu3
3.9968447587829696#0.5421219525604317#0.12856097976890024#0.10555558373963558#[-0.05820098810464669, 0.4036665384496224]#[4.8678029878534055, 5.057730844187497]#[10.025850121969897, 9.960129228482328]
