Similarity#lambda1#lambda2#lambda3#mu1#mu2#mu3
1.4040819461871827#1.0393236134378476#1.0733190501587464#0.0003826879622610413#[-0.38524619469638166, -0.49179587326103735]#[5.398884438803025, 5.250202334454121]#[10.125047789853294, 9.961392898277923]
