Similarity#lambda1#lambda2#lambda3#mu1#mu2#mu3
0.5604354326236867#0.8686376272301575#1.04782078461261#1.1324415954293212#[-0.21288364915019664, 0.2767162732545244]#[4.955385709711968, 4.983435730693306]#[9.749414028866466, 10.085314368356558]
