Similarity#lambda1#lambda2#lambda3#mu1#mu2#mu3
0.8649113363282018#1.926204732269702#1.244902934569035#0.31429675212484165#[-0.08671177651070605, 0.4160759861787605]#[5.3359311597142645, 5.041733159323693]#[9.912574814555168, 10.375688941278792]
