Similarity#lambda1#lambda2#lambda3#mu1#mu2#mu3
3.210102699519822#0.4143675873548842#0.5523888391323555#0.04593214782339783#[0.47120587723542684, -0.4169753355717116]#[4.535555957719435, 5.408630740720145]#[10.463190435039177, 10.078041148429483]
