Similarity#lambda1#lambda2#lambda3#mu1#mu2#mu3
0.602215267534247#0.7273594493271505#0.308373922787498#1.7676924043983635#[-0.009763622126979343, 0.2133426802058822]#[4.850929216293409, 4.746270682177699]#[10.014617377602704, 9.957759817579612]
