response#dim0#dim1#dim2#dim3
0.98	3500	4500	1500	2500
0.91	1284.0476103876463	4510.712486259729	3114.745504471549	1350.1413853254062
_	3287.8555013923988	2255.049280180524	1437.4334167758993	2177.481301685756
